id,comment_text,argument_text,label
19arg3,"Either way, theyre going to be together. Marriage is a way to express that you love somebody and want to be with them for the rest of your life, and if two people who are not married can stay together regardless of what anybody thinks the let them be together because youre not going to separate them due to the fact that they are legally not allowed to be married. And besides that, many people claim that its a sin, and granted, its in the old testament, but then you must also make premarital sex illegal, along with disrespecting parents. People need to respect other peoples wishes and to stop bullying others because of the way they feel towards members of the same sex. I mean after all, doesnt this country go through enough discrimination without the bullying of gay people?","Gay marriage undermines the institution of marriage, leading to an increase in out of wedlock births and divorce rates",3
19arg4,"Either way, theyre going to be together. Marriage is a way to express that you love somebody and want to be with them for the rest of your life, and if two people who are not married can stay together regardless of what anybody thinks the let them be together because youre not going to separate them due to the fact that they are legally not allowed to be married. And besides that, many people claim that its a sin, and granted, its in the old testament, but then you must also make premarital sex illegal, along with disrespecting parents. People need to respect other peoples wishes and to stop bullying others because of the way they feel towards members of the same sex. I mean after all, doesnt this country go through enough discrimination without the bullying of gay people?",It is discriminatory to refuse gay couples the right to marry,5
19arg5,"Either way, theyre going to be together. Marriage is a way to express that you love somebody and want to be with them for the rest of your life, and if two people who are not married can stay together regardless of what anybody thinks the let them be together because youre not going to separate them due to the fact that they are legally not allowed to be married. And besides that, many people claim that its a sin, and granted, its in the old testament, but then you must also make premarital sex illegal, along with disrespecting parents. People need to respect other peoples wishes and to stop bullying others because of the way they feel towards members of the same sex. I mean after all, doesnt this country go through enough discrimination without the bullying of gay people?",Major world religions are against gay marriages,3
19arg6,"Either way, theyre going to be together. Marriage is a way to express that you love somebody and want to be with them for the rest of your life, and if two people who are not married can stay together regardless of what anybody thinks the let them be together because youre not going to separate them due to the fact that they are legally not allowed to be married. And besides that, many people claim that its a sin, and granted, its in the old testament, but then you must also make premarital sex illegal, along with disrespecting parents. People need to respect other peoples wishes and to stop bullying others because of the way they feel towards members of the same sex. I mean after all, doesnt this country go through enough discrimination without the bullying of gay people?","Marriage is about more than procreation, therefore gay couples should not be denied the right to marry due to their biology.",3
19arg7,"Either way, theyre going to be together. Marriage is a way to express that you love somebody and want to be with them for the rest of your life, and if two people who are not married can stay together regardless of what anybody thinks the let them be together because youre not going to separate them due to the fact that they are legally not allowed to be married. And besides that, many people claim that its a sin, and granted, its in the old testament, but then you must also make premarital sex illegal, along with disrespecting parents. People need to respect other peoples wishes and to stop bullying others because of the way they feel towards members of the same sex. I mean after all, doesnt this country go through enough discrimination without the bullying of gay people?",Marriage should be between a man and a woman,3
1arg1,"I am pro because I believe, not only should heterosexual couples have the right to get married, but so should homosexual couples. this is partially a biast opinion, but it is an opinion none the less. One day, I would like to be able to marry my girlfriend. It's my right as a human being to marry whoever I want to as long as there is consent. To tell me otherwise is to take away my 14th amendment right. 'Equal protection of the law. Homosexuality is found in over 1500 species. Yet, homophobia is only found in 1. Tell me, which is the one that's not natural now?",Gay couples can declare their union without resort to marriage,3
1arg2,"I am pro because I believe, not only should heterosexual couples have the right to get married, but so should homosexual couples. this is partially a biast opinion, but it is an opinion none the less. One day, I would like to be able to marry my girlfriend. It's my right as a human being to marry whoever I want to as long as there is consent. To tell me otherwise is to take away my 14th amendment right. 'Equal protection of the law. Homosexuality is found in over 1500 species. Yet, homophobia is only found in 1. Tell me, which is the one that's not natural now?",Gay couples should be able to take advantage of the fiscal and legal benefits of marriage,3
1arg3,"I am pro because I believe, not only should heterosexual couples have the right to get married, but so should homosexual couples. this is partially a biast opinion, but it is an opinion none the less. One day, I would like to be able to marry my girlfriend. It's my right as a human being to marry whoever I want to as long as there is consent. To tell me otherwise is to take away my 14th amendment right. 'Equal protection of the law. Homosexuality is found in over 1500 species. Yet, homophobia is only found in 1. Tell me, which is the one that's not natural now?","Gay marriage undermines the institution of marriage, leading to an increase in out of wedlock births and divorce rates",3
1arg4,"I am pro because I believe, not only should heterosexual couples have the right to get married, but so should homosexual couples. this is partially a biast opinion, but it is an opinion none the less. One day, I would like to be able to marry my girlfriend. It's my right as a human being to marry whoever I want to as long as there is consent. To tell me otherwise is to take away my 14th amendment right. 'Equal protection of the law. Homosexuality is found in over 1500 species. Yet, homophobia is only found in 1. Tell me, which is the one that's not natural now?",It is discriminatory to refuse gay couples the right to marry,5
1arg5,"I am pro because I believe, not only should heterosexual couples have the right to get married, but so should homosexual couples. this is partially a biast opinion, but it is an opinion none the less. One day, I would like to be able to marry my girlfriend. It's my right as a human being to marry whoever I want to as long as there is consent. To tell me otherwise is to take away my 14th amendment right. 'Equal protection of the law. Homosexuality is found in over 1500 species. Yet, homophobia is only found in 1. Tell me, which is the one that's not natural now?",Major world religions are against gay marriages,3
1arg6,"I am pro because I believe, not only should heterosexual couples have the right to get married, but so should homosexual couples. this is partially a biast opinion, but it is an opinion none the less. One day, I would like to be able to marry my girlfriend. It's my right as a human being to marry whoever I want to as long as there is consent. To tell me otherwise is to take away my 14th amendment right. 'Equal protection of the law. Homosexuality is found in over 1500 species. Yet, homophobia is only found in 1. Tell me, which is the one that's not natural now?","Marriage is about more than procreation, therefore gay couples should not be denied the right to marry due to their biology.",3
1arg7,"I am pro because I believe, not only should heterosexual couples have the right to get married, but so should homosexual couples. this is partially a biast opinion, but it is an opinion none the less. One day, I would like to be able to marry my girlfriend. It's my right as a human being to marry whoever I want to as long as there is consent. To tell me otherwise is to take away my 14th amendment right. 'Equal protection of the law. Homosexuality is found in over 1500 species. Yet, homophobia is only found in 1. Tell me, which is the one that's not natural now?",Marriage should be between a man and a woman,1
20arg1,"Every person want to have their own partner, so gay marriage should be legal. People who fall in love should live together. Every human being want to have their own family. They are gay, but they also want to have a happiness family same as marriage couple too.",Gay couples can declare their union without resort to marriage,3
20arg2,"Every person want to have their own partner, so gay marriage should be legal. People who fall in love should live together. Every human being want to have their own family. They are gay, but they also want to have a happiness family same as marriage couple too.",Gay couples should be able to take advantage of the fiscal and legal benefits of marriage,3
20arg3,"Every person want to have their own partner, so gay marriage should be legal. People who fall in love should live together. Every human being want to have their own family. They are gay, but they also want to have a happiness family same as marriage couple too.","Gay marriage undermines the institution of marriage, leading to an increase in out of wedlock births and divorce rates",3
20arg4,"Every person want to have their own partner, so gay marriage should be legal. People who fall in love should live together. Every human being want to have their own family. They are gay, but they also want to have a happiness family same as marriage couple too.",It is discriminatory to refuse gay couples the right to marry,4
20arg5,"Every person want to have their own partner, so gay marriage should be legal. People who fall in love should live together. Every human being want to have their own family. They are gay, but they also want to have a happiness family same as marriage couple too.",Major world religions are against gay marriages,3
20arg6,"Every person want to have their own partner, so gay marriage should be legal. People who fall in love should live together. Every human being want to have their own family. They are gay, but they also want to have a happiness family same as marriage couple too.","Marriage is about more than procreation, therefore gay couples should not be denied the right to marry due to their biology.",5
20arg7,"Every person want to have their own partner, so gay marriage should be legal. People who fall in love should live together. Every human being want to have their own family. They are gay, but they also want to have a happiness family same as marriage couple too.",Marriage should be between a man and a woman,1
21arg1,"Everyone has there right to be happy. People who don't like gay marrige for religous reasons need to remember that our founding father created the USA in hope of separation of relgion and the goverment. I dont care if it says gays are sinners in the bible. That is religion. Marriage is a legal matter and gays don't have their legal rights.  if you worry about how gay couples can't have children, guess what, there are many children in foster care and are waiting to get adopted so if gays got married and adopted children it would acually HELP  and why do people care so much about what other people are doing if it doesnt hurt anyone else then WHO CARES",Gay couples can declare their union without resort to marriage,3
21arg2,"Everyone has there right to be happy. People who don't like gay marrige for religous reasons need to remember that our founding father created the USA in hope of separation of relgion and the goverment. I dont care if it says gays are sinners in the bible. That is religion. Marriage is a legal matter and gays don't have their legal rights.  if you worry about how gay couples can't have children, guess what, there are many children in foster care and are waiting to get adopted so if gays got married and adopted children it would acually HELP  and why do people care so much about what other people are doing if it doesnt hurt anyone else then WHO CARES",Gay couples should be able to take advantage of the fiscal and legal benefits of marriage,3
21arg3,"Everyone has there right to be happy. People who don't like gay marrige for religous reasons need to remember that our founding father created the USA in hope of separation of relgion and the goverment. I dont care if it says gays are sinners in the bible. That is religion. Marriage is a legal matter and gays don't have their legal rights.  if you worry about how gay couples can't have children, guess what, there are many children in foster care and are waiting to get adopted so if gays got married and adopted children it would acually HELP  and why do people care so much about what other people are doing if it doesnt hurt anyone else then WHO CARES","Gay marriage undermines the institution of marriage, leading to an increase in out of wedlock births and divorce rates",3
21arg4,"Everyone has there right to be happy. People who don't like gay marrige for religous reasons need to remember that our founding father created the USA in hope of separation of relgion and the goverment. I dont care if it says gays are sinners in the bible. That is religion. Marriage is a legal matter and gays don't have their legal rights.  if you worry about how gay couples can't have children, guess what, there are many children in foster care and are waiting to get adopted so if gays got married and adopted children it would acually HELP  and why do people care so much about what other people are doing if it doesnt hurt anyone else then WHO CARES",It is discriminatory to refuse gay couples the right to marry,5
21arg5,"Everyone has there right to be happy. People who don't like gay marrige for religous reasons need to remember that our founding father created the USA in hope of separation of relgion and the goverment. I dont care if it says gays are sinners in the bible. That is religion. Marriage is a legal matter and gays don't have their legal rights.  if you worry about how gay couples can't have children, guess what, there are many children in foster care and are waiting to get adopted so if gays got married and adopted children it would acually HELP  and why do people care so much about what other people are doing if it doesnt hurt anyone else then WHO CARES",Major world religions are against gay marriages,1
21arg6,"Everyone has there right to be happy. People who don't like gay marrige for religous reasons need to remember that our founding father created the USA in hope of separation of relgion and the goverment. I dont care if it says gays are sinners in the bible. That is religion. Marriage is a legal matter and gays don't have their legal rights.  if you worry about how gay couples can't have children, guess what, there are many children in foster care and are waiting to get adopted so if gays got married and adopted children it would acually HELP  and why do people care so much about what other people are doing if it doesnt hurt anyone else then WHO CARES","Marriage is about more than procreation, therefore gay couples should not be denied the right to marry due to their biology.",5
21arg7,"Everyone has there right to be happy. People who don't like gay marrige for religous reasons need to remember that our founding father created the USA in hope of separation of relgion and the goverment. I dont care if it says gays are sinners in the bible. That is religion. Marriage is a legal matter and gays don't have their legal rights.  if you worry about how gay couples can't have children, guess what, there are many children in foster care and are waiting to get adopted so if gays got married and adopted children it would acually HELP  and why do people care so much about what other people are doing if it doesnt hurt anyone else then WHO CARES",Marriage should be between a man and a woman,2
22arg1,"FOR ALL OF YOU THAT BELIEVE THAT HOMOSEXUALITY IS SOME THING THAT YOU ARE BORN WITH!!!! THINK AGAIN!!!! BECAUSE YOU ARE 1000% WRONG!!!!! HOMOSEXUALITY IS SOME THING THAT PEOPLE CHOOSE TO BE!!!! HOMOSEXUALISM IS NOT NOW, NEVER HAS BEEN NOR EVER WILL BE SOME THAT YOU CAN EVER BE BORN WITH!!!!! ALL OF YOU NEED TO THOROUGHLY REREAD YOUR BIBLES ALL ABOUT HOMOSEXUALITY!!!! YOU WILL FIND THAT GOD IS TOTALLY AGAINST, THAT HE  TOTALLY DISAPPROVES OF HOMOSEXUALISM,  THAT GOD TOTALLY FORBIDS ALL HOMOSEXUAL ACTIVITY  PRACTICE!!!! SO MUCH SO THAT HE DESTROYED THE COUNTRIES OF SODOM  GOMORRAH, NOT JUST BECAUSE OF HOMOSEXUALISM, BUT ALSO BECAUSE OF PROSTITUTION  BECAUSE OF THEIR WORSHIP OF FALSE IDOLS  FALSE GODS!!!! THERE IS ONLY ONE GOD!!!!",Gay couples can declare their union without resort to marriage,3
22arg2,"FOR ALL OF YOU THAT BELIEVE THAT HOMOSEXUALITY IS SOME THING THAT YOU ARE BORN WITH!!!! THINK AGAIN!!!! BECAUSE YOU ARE 1000% WRONG!!!!! HOMOSEXUALITY IS SOME THING THAT PEOPLE CHOOSE TO BE!!!! HOMOSEXUALISM IS NOT NOW, NEVER HAS BEEN NOR EVER WILL BE SOME THAT YOU CAN EVER BE BORN WITH!!!!! ALL OF YOU NEED TO THOROUGHLY REREAD YOUR BIBLES ALL ABOUT HOMOSEXUALITY!!!! YOU WILL FIND THAT GOD IS TOTALLY AGAINST, THAT HE  TOTALLY DISAPPROVES OF HOMOSEXUALISM,  THAT GOD TOTALLY FORBIDS ALL HOMOSEXUAL ACTIVITY  PRACTICE!!!! SO MUCH SO THAT HE DESTROYED THE COUNTRIES OF SODOM  GOMORRAH, NOT JUST BECAUSE OF HOMOSEXUALISM, BUT ALSO BECAUSE OF PROSTITUTION  BECAUSE OF THEIR WORSHIP OF FALSE IDOLS  FALSE GODS!!!! THERE IS ONLY ONE GOD!!!!",Gay couples should be able to take advantage of the fiscal and legal benefits of marriage,3
22arg3,"FOR ALL OF YOU THAT BELIEVE THAT HOMOSEXUALITY IS SOME THING THAT YOU ARE BORN WITH!!!! THINK AGAIN!!!! BECAUSE YOU ARE 1000% WRONG!!!!! HOMOSEXUALITY IS SOME THING THAT PEOPLE CHOOSE TO BE!!!! HOMOSEXUALISM IS NOT NOW, NEVER HAS BEEN NOR EVER WILL BE SOME THAT YOU CAN EVER BE BORN WITH!!!!! ALL OF YOU NEED TO THOROUGHLY REREAD YOUR BIBLES ALL ABOUT HOMOSEXUALITY!!!! YOU WILL FIND THAT GOD IS TOTALLY AGAINST, THAT HE  TOTALLY DISAPPROVES OF HOMOSEXUALISM,  THAT GOD TOTALLY FORBIDS ALL HOMOSEXUAL ACTIVITY  PRACTICE!!!! SO MUCH SO THAT HE DESTROYED THE COUNTRIES OF SODOM  GOMORRAH, NOT JUST BECAUSE OF HOMOSEXUALISM, BUT ALSO BECAUSE OF PROSTITUTION  BECAUSE OF THEIR WORSHIP OF FALSE IDOLS  FALSE GODS!!!! THERE IS ONLY ONE GOD!!!!","Gay marriage undermines the institution of marriage, leading to an increase in out of wedlock births and divorce rates",3
22arg4,"FOR ALL OF YOU THAT BELIEVE THAT HOMOSEXUALITY IS SOME THING THAT YOU ARE BORN WITH!!!! THINK AGAIN!!!! BECAUSE YOU ARE 1000% WRONG!!!!! HOMOSEXUALITY IS SOME THING THAT PEOPLE CHOOSE TO BE!!!! HOMOSEXUALISM IS NOT NOW, NEVER HAS BEEN NOR EVER WILL BE SOME THAT YOU CAN EVER BE BORN WITH!!!!! ALL OF YOU NEED TO THOROUGHLY REREAD YOUR BIBLES ALL ABOUT HOMOSEXUALITY!!!! YOU WILL FIND THAT GOD IS TOTALLY AGAINST, THAT HE  TOTALLY DISAPPROVES OF HOMOSEXUALISM,  THAT GOD TOTALLY FORBIDS ALL HOMOSEXUAL ACTIVITY  PRACTICE!!!! SO MUCH SO THAT HE DESTROYED THE COUNTRIES OF SODOM  GOMORRAH, NOT JUST BECAUSE OF HOMOSEXUALISM, BUT ALSO BECAUSE OF PROSTITUTION  BECAUSE OF THEIR WORSHIP OF FALSE IDOLS  FALSE GODS!!!! THERE IS ONLY ONE GOD!!!!",It is discriminatory to refuse gay couples the right to marry,3
22arg5,"FOR ALL OF YOU THAT BELIEVE THAT HOMOSEXUALITY IS SOME THING THAT YOU ARE BORN WITH!!!! THINK AGAIN!!!! BECAUSE YOU ARE 1000% WRONG!!!!! HOMOSEXUALITY IS SOME THING THAT PEOPLE CHOOSE TO BE!!!! HOMOSEXUALISM IS NOT NOW, NEVER HAS BEEN NOR EVER WILL BE SOME THAT YOU CAN EVER BE BORN WITH!!!!! ALL OF YOU NEED TO THOROUGHLY REREAD YOUR BIBLES ALL ABOUT HOMOSEXUALITY!!!! YOU WILL FIND THAT GOD IS TOTALLY AGAINST, THAT HE  TOTALLY DISAPPROVES OF HOMOSEXUALISM,  THAT GOD TOTALLY FORBIDS ALL HOMOSEXUAL ACTIVITY  PRACTICE!!!! SO MUCH SO THAT HE DESTROYED THE COUNTRIES OF SODOM  GOMORRAH, NOT JUST BECAUSE OF HOMOSEXUALISM, BUT ALSO BECAUSE OF PROSTITUTION  BECAUSE OF THEIR WORSHIP OF FALSE IDOLS  FALSE GODS!!!! THERE IS ONLY ONE GOD!!!!",Major world religions are against gay marriages,5
22arg6,"FOR ALL OF YOU THAT BELIEVE THAT HOMOSEXUALITY IS SOME THING THAT YOU ARE BORN WITH!!!! THINK AGAIN!!!! BECAUSE YOU ARE 1000% WRONG!!!!! HOMOSEXUALITY IS SOME THING THAT PEOPLE CHOOSE TO BE!!!! HOMOSEXUALISM IS NOT NOW, NEVER HAS BEEN NOR EVER WILL BE SOME THAT YOU CAN EVER BE BORN WITH!!!!! ALL OF YOU NEED TO THOROUGHLY REREAD YOUR BIBLES ALL ABOUT HOMOSEXUALITY!!!! YOU WILL FIND THAT GOD IS TOTALLY AGAINST, THAT HE  TOTALLY DISAPPROVES OF HOMOSEXUALISM,  THAT GOD TOTALLY FORBIDS ALL HOMOSEXUAL ACTIVITY  PRACTICE!!!! SO MUCH SO THAT HE DESTROYED THE COUNTRIES OF SODOM  GOMORRAH, NOT JUST BECAUSE OF HOMOSEXUALISM, BUT ALSO BECAUSE OF PROSTITUTION  BECAUSE OF THEIR WORSHIP OF FALSE IDOLS  FALSE GODS!!!! THERE IS ONLY ONE GOD!!!!","Marriage is about more than procreation, therefore gay couples should not be denied the right to marry due to their biology.",3
22arg7,"FOR ALL OF YOU THAT BELIEVE THAT HOMOSEXUALITY IS SOME THING THAT YOU ARE BORN WITH!!!! THINK AGAIN!!!! BECAUSE YOU ARE 1000% WRONG!!!!! HOMOSEXUALITY IS SOME THING THAT PEOPLE CHOOSE TO BE!!!! HOMOSEXUALISM IS NOT NOW, NEVER HAS BEEN NOR EVER WILL BE SOME THAT YOU CAN EVER BE BORN WITH!!!!! ALL OF YOU NEED TO THOROUGHLY REREAD YOUR BIBLES ALL ABOUT HOMOSEXUALITY!!!! YOU WILL FIND THAT GOD IS TOTALLY AGAINST, THAT HE  TOTALLY DISAPPROVES OF HOMOSEXUALISM,  THAT GOD TOTALLY FORBIDS ALL HOMOSEXUAL ACTIVITY  PRACTICE!!!! SO MUCH SO THAT HE DESTROYED THE COUNTRIES OF SODOM  GOMORRAH, NOT JUST BECAUSE OF HOMOSEXUALISM, BUT ALSO BECAUSE OF PROSTITUTION  BECAUSE OF THEIR WORSHIP OF FALSE IDOLS  FALSE GODS!!!! THERE IS ONLY ONE GOD!!!!",Marriage should be between a man and a woman,3
23arg1,"For Christians, the bible is clear.  The covenant of marriage is between God, a man and a woman.  Christian gays need to acknowledge this and make the decision themselves as to whether they want to willfully engage a non-binding covenant.  Enacting a non-binding covenant with God is virtually a non-covenant, so why bother.  Holding out the belief that you are entitled to do so, is no more different that being a non-perfect Christian, which is 100% of all Christians, and effectively no different theologically, than atheist getting married.  That being said, a government should not use the theological argument, unless they are a theocracy.  I don't think that our government is (anymore).  Legal standing is between people and their government, spiritual covenants between people and God are something personal and should be untouchable by government.",Gay couples can declare their union without resort to marriage,3
23arg2,"For Christians, the bible is clear.  The covenant of marriage is between God, a man and a woman.  Christian gays need to acknowledge this and make the decision themselves as to whether they want to willfully engage a non-binding covenant.  Enacting a non-binding covenant with God is virtually a non-covenant, so why bother.  Holding out the belief that you are entitled to do so, is no more different that being a non-perfect Christian, which is 100% of all Christians, and effectively no different theologically, than atheist getting married.  That being said, a government should not use the theological argument, unless they are a theocracy.  I don't think that our government is (anymore).  Legal standing is between people and their government, spiritual covenants between people and God are something personal and should be untouchable by government.",Gay couples should be able to take advantage of the fiscal and legal benefits of marriage,3
23arg3,"For Christians, the bible is clear.  The covenant of marriage is between God, a man and a woman.  Christian gays need to acknowledge this and make the decision themselves as to whether they want to willfully engage a non-binding covenant.  Enacting a non-binding covenant with God is virtually a non-covenant, so why bother.  Holding out the belief that you are entitled to do so, is no more different that being a non-perfect Christian, which is 100% of all Christians, and effectively no different theologically, than atheist getting married.  That being said, a government should not use the theological argument, unless they are a theocracy.  I don't think that our government is (anymore).  Legal standing is between people and their government, spiritual covenants between people and God are something personal and should be untouchable by government.","Gay marriage undermines the institution of marriage, leading to an increase in out of wedlock births and divorce rates",3
23arg4,"For Christians, the bible is clear.  The covenant of marriage is between God, a man and a woman.  Christian gays need to acknowledge this and make the decision themselves as to whether they want to willfully engage a non-binding covenant.  Enacting a non-binding covenant with God is virtually a non-covenant, so why bother.  Holding out the belief that you are entitled to do so, is no more different that being a non-perfect Christian, which is 100% of all Christians, and effectively no different theologically, than atheist getting married.  That being said, a government should not use the theological argument, unless they are a theocracy.  I don't think that our government is (anymore).  Legal standing is between people and their government, spiritual covenants between people and God are something personal and should be untouchable by government.",It is discriminatory to refuse gay couples the right to marry,3
23arg5,"For Christians, the bible is clear.  The covenant of marriage is between God, a man and a woman.  Christian gays need to acknowledge this and make the decision themselves as to whether they want to willfully engage a non-binding covenant.  Enacting a non-binding covenant with God is virtually a non-covenant, so why bother.  Holding out the belief that you are entitled to do so, is no more different that being a non-perfect Christian, which is 100% of all Christians, and effectively no different theologically, than atheist getting married.  That being said, a government should not use the theological argument, unless they are a theocracy.  I don't think that our government is (anymore).  Legal standing is between people and their government, spiritual covenants between people and God are something personal and should be untouchable by government.",Major world religions are against gay marriages,3
23arg6,"For Christians, the bible is clear.  The covenant of marriage is between God, a man and a woman.  Christian gays need to acknowledge this and make the decision themselves as to whether they want to willfully engage a non-binding covenant.  Enacting a non-binding covenant with God is virtually a non-covenant, so why bother.  Holding out the belief that you are entitled to do so, is no more different that being a non-perfect Christian, which is 100% of all Christians, and effectively no different theologically, than atheist getting married.  That being said, a government should not use the theological argument, unless they are a theocracy.  I don't think that our government is (anymore).  Legal standing is between people and their government, spiritual covenants between people and God are something personal and should be untouchable by government.","Marriage is about more than procreation, therefore gay couples should not be denied the right to marry due to their biology.",3
23arg7,"For Christians, the bible is clear.  The covenant of marriage is between God, a man and a woman.  Christian gays need to acknowledge this and make the decision themselves as to whether they want to willfully engage a non-binding covenant.  Enacting a non-binding covenant with God is virtually a non-covenant, so why bother.  Holding out the belief that you are entitled to do so, is no more different that being a non-perfect Christian, which is 100% of all Christians, and effectively no different theologically, than atheist getting married.  That being said, a government should not use the theological argument, unless they are a theocracy.  I don't think that our government is (anymore).  Legal standing is between people and their government, spiritual covenants between people and God are something personal and should be untouchable by government.",Marriage should be between a man and a woman,3
24arg1,"GAY MARRIAGE DOES NOTHING TO HARM ANYONE, AND IT IS DISCRIMINATION AGAINST THEM IF WE DON'T ALLOW THEM TO BE MARRIED!!!!!! STOP SAME-SEX MARRIAGE DISCRIMINATION!!!",Gay couples can declare their union without resort to marriage,3
24arg2,"GAY MARRIAGE DOES NOTHING TO HARM ANYONE, AND IT IS DISCRIMINATION AGAINST THEM IF WE DON'T ALLOW THEM TO BE MARRIED!!!!!! STOP SAME-SEX MARRIAGE DISCRIMINATION!!!",Gay couples should be able to take advantage of the fiscal and legal benefits of marriage,3
24arg3,"GAY MARRIAGE DOES NOTHING TO HARM ANYONE, AND IT IS DISCRIMINATION AGAINST THEM IF WE DON'T ALLOW THEM TO BE MARRIED!!!!!! STOP SAME-SEX MARRIAGE DISCRIMINATION!!!","Gay marriage undermines the institution of marriage, leading to an increase in out of wedlock births and divorce rates",2
24arg4,"GAY MARRIAGE DOES NOTHING TO HARM ANYONE, AND IT IS DISCRIMINATION AGAINST THEM IF WE DON'T ALLOW THEM TO BE MARRIED!!!!!! STOP SAME-SEX MARRIAGE DISCRIMINATION!!!",It is discriminatory to refuse gay couples the right to marry,5
24arg5,"GAY MARRIAGE DOES NOTHING TO HARM ANYONE, AND IT IS DISCRIMINATION AGAINST THEM IF WE DON'T ALLOW THEM TO BE MARRIED!!!!!! STOP SAME-SEX MARRIAGE DISCRIMINATION!!!",Major world religions are against gay marriages,3
24arg6,"GAY MARRIAGE DOES NOTHING TO HARM ANYONE, AND IT IS DISCRIMINATION AGAINST THEM IF WE DON'T ALLOW THEM TO BE MARRIED!!!!!! STOP SAME-SEX MARRIAGE DISCRIMINATION!!!","Marriage is about more than procreation, therefore gay couples should not be denied the right to marry due to their biology.",3
24arg7,"GAY MARRIAGE DOES NOTHING TO HARM ANYONE, AND IT IS DISCRIMINATION AGAINST THEM IF WE DON'T ALLOW THEM TO BE MARRIED!!!!!! STOP SAME-SEX MARRIAGE DISCRIMINATION!!!",Marriage should be between a man and a woman,1
25arg1,Gay marriage is against God principle .Marriage was defined by God  and should be between a man and a woman not Adam and Steve..,Gay couples can declare their union without resort to marriage,3
25arg2,Gay marriage is against God principle .Marriage was defined by God  and should be between a man and a woman not Adam and Steve..,Gay couples should be able to take advantage of the fiscal and legal benefits of marriage,3
25arg3,Gay marriage is against God principle .Marriage was defined by God  and should be between a man and a woman not Adam and Steve..,"Gay marriage undermines the institution of marriage, leading to an increase in out of wedlock births and divorce rates",3
25arg4,Gay marriage is against God principle .Marriage was defined by God  and should be between a man and a woman not Adam and Steve..,It is discriminatory to refuse gay couples the right to marry,3
25arg5,Gay marriage is against God principle .Marriage was defined by God  and should be between a man and a woman not Adam and Steve..,Major world religions are against gay marriages,5
25arg6,Gay marriage is against God principle .Marriage was defined by God  and should be between a man and a woman not Adam and Steve..,"Marriage is about more than procreation, therefore gay couples should not be denied the right to marry due to their biology.",3
25arg7,Gay marriage is against God principle .Marriage was defined by God  and should be between a man and a woman not Adam and Steve..,Marriage should be between a man and a woman,5
26arg1,"Gay marriage is different from that of interracial marriage which was also banned at one point in that nobody chooses to be black or white, yet a person chooses to be gay.  Homosexual activity is unnatural and leaves no possibility to creation of children.  The marriage union is the beginning to creation of a family, and without that essential possibility of the creation of children there is no reason for marriage.  I don't see why homosexual couples can't just be happy with the same benefits of marriage but calling it a civil union not marriage.  Marriage is a creation of religion and as such should remain defined as a union between a man and a woman.  I'm all for giving them benefits, but not for including their unionization into the sacred definition of marriage.  This way we will be able to distinguish from our children the difference of a civil union and marriage as believed to be by most christianity.",Gay couples can declare their union without resort to marriage,5
26arg2,"Gay marriage is different from that of interracial marriage which was also banned at one point in that nobody chooses to be black or white, yet a person chooses to be gay.  Homosexual activity is unnatural and leaves no possibility to creation of children.  The marriage union is the beginning to creation of a family, and without that essential possibility of the creation of children there is no reason for marriage.  I don't see why homosexual couples can't just be happy with the same benefits of marriage but calling it a civil union not marriage.  Marriage is a creation of religion and as such should remain defined as a union between a man and a woman.  I'm all for giving them benefits, but not for including their unionization into the sacred definition of marriage.  This way we will be able to distinguish from our children the difference of a civil union and marriage as believed to be by most christianity.",Gay couples should be able to take advantage of the fiscal and legal benefits of marriage,5
26arg3,"Gay marriage is different from that of interracial marriage which was also banned at one point in that nobody chooses to be black or white, yet a person chooses to be gay.  Homosexual activity is unnatural and leaves no possibility to creation of children.  The marriage union is the beginning to creation of a family, and without that essential possibility of the creation of children there is no reason for marriage.  I don't see why homosexual couples can't just be happy with the same benefits of marriage but calling it a civil union not marriage.  Marriage is a creation of religion and as such should remain defined as a union between a man and a woman.  I'm all for giving them benefits, but not for including their unionization into the sacred definition of marriage.  This way we will be able to distinguish from our children the difference of a civil union and marriage as believed to be by most christianity.","Gay marriage undermines the institution of marriage, leading to an increase in out of wedlock births and divorce rates",3
26arg4,"Gay marriage is different from that of interracial marriage which was also banned at one point in that nobody chooses to be black or white, yet a person chooses to be gay.  Homosexual activity is unnatural and leaves no possibility to creation of children.  The marriage union is the beginning to creation of a family, and without that essential possibility of the creation of children there is no reason for marriage.  I don't see why homosexual couples can't just be happy with the same benefits of marriage but calling it a civil union not marriage.  Marriage is a creation of religion and as such should remain defined as a union between a man and a woman.  I'm all for giving them benefits, but not for including their unionization into the sacred definition of marriage.  This way we will be able to distinguish from our children the difference of a civil union and marriage as believed to be by most christianity.",It is discriminatory to refuse gay couples the right to marry,1
26arg5,"Gay marriage is different from that of interracial marriage which was also banned at one point in that nobody chooses to be black or white, yet a person chooses to be gay.  Homosexual activity is unnatural and leaves no possibility to creation of children.  The marriage union is the beginning to creation of a family, and without that essential possibility of the creation of children there is no reason for marriage.  I don't see why homosexual couples can't just be happy with the same benefits of marriage but calling it a civil union not marriage.  Marriage is a creation of religion and as such should remain defined as a union between a man and a woman.  I'm all for giving them benefits, but not for including their unionization into the sacred definition of marriage.  This way we will be able to distinguish from our children the difference of a civil union and marriage as believed to be by most christianity.",Major world religions are against gay marriages,5
